"DATE","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"02-Mar-15","INDO GIBL Indiaforensic STL23061","","28494953720","02-Mar-15","1,15,051.00","","19,21,386.00",
"03-Mar-15","INDO GIBL Indiaforensic STL22061","","28494948127","03-Mar-15","2,42,750.00","","16,78,636.00",
"03-Mar-15","TRF FROM","Indiaforensic SERVICES","28494861006","03-Mar-15","","5,00,000.00","21,78,636.00",
"03-Mar-15","INDO GIBL Indiaforensic STL25061","","28494895477","03-Mar-15","2,61,438.00","","19,17,198.00",
"03-Mar-15","INDO GIBL Indiaforensic STL26061","","28494869131","03-Mar-15","5,28,175.00","","13,89,023.00",
"03-Mar-15","FDRL/INTERNAL FUND TRANSFER","","28494881493","03-Mar-15","5000000","","-36,10,977.00",
"03-Mar-15","GIBLRBL INC INDO REM27061","","28494914733","03-Mar-15","","4353463","7,42,486.00",
"03-Mar-15","","INDO MFL STL270618","28494929945","03-Mar-15","3,44,750.00","","3,97,736.00",
"03-Mar-15","Indfor INCOME INDO REMI28061","","28494862683","03-Mar-15","2,160.00","","3,95,576.00",
"03-Mar-15","INDO GIBL Indiaforensic STL28061","","28494862670","03-Mar-15","4,10,181.00","","-14,605.00",
"03-Mar-15","FDRL/INTERNAL FUND TRANSFER","","28494908943","03-Mar-15","","5,00,000.00","4,85,395.00",
"","Indfor INCOME INDO REMI29061","","28494895198","","1,320.00","","4,84,075.00",
"04-Mar-15","INDO GIBL Indiaforensic STL29061","","28494942873","04-Mar-15","1,76,050.00","","3,08,025.00",
"04-Mar-15","FDRL/INTERNAL FUND TRANSFER","","28494881574","04-Mar-15","","5,00,000.00","8,08,025.00",
"04-Mar-15","","","28494923835","04-Mar-15","960","","8,07,065.00",
"04-Mar-15","INDO GIBL Indiaforensic STL30061","","28494955164","04-Mar-15","2,00,250.00","","6,06,815.00",
"04-Mar-15","Indfor INCOME INDO REMI01071","","28494943227","04-Mar-15","120","","6,06,695.00",
"04-Mar-15","INDO GIBL Indiaforensic STL01071","","28494904863","04-Mar-15","10,000.00","","5,96,695.00",
"04-Mar-15","Indfor INCOME INDO REMI02071","","28494900030","04-Mar-15","2,280.00","","5,94,415.00",
"04-Mar-15","INDO GIBL Indiaforensic STL02071","","28494944490","04-Mar-15","2,82,208.00","","3,12,207.00",
"04-Mar-15","FDRL/INTERNAL FUND TRANSFER","","28494916227","04-Mar-15","","5,00,000.00","8,12,207.00",
"05-Mar-15","Indfor INCOME INDO REMI03071","","28494903599","05-Mar-15","2,280.00","","8,09,927.00",
"05-Mar-15","INDO GIBL Indiaforensic STL03071","","28494888765","05-Mar-15","3,23,700.00","","4,86,227.00",
"05-Mar-15","Indfor INCOME INDO REMI04071","","28494940046","05-Mar-15","3,840.00","","4,82,387.00",
"05-Mar-15","INDO GIBL Indiaforensic STL04071","28494916435","05-Mar-15","","3422","4,85,809.00",
"05-Mar-15","Indfor INCOME INDO REMI05071","28494873247","05-Mar-15","2,520.00","","4,83,289.00",
"05-Mar-15","INDO GIBL Indiaforensic STL05071","28494935627","05-Mar-15","4,31,899.00","","51,390.00",
"05-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494973366","05-Mar-15","","5,00,000.00","5,51,390.00",
"05-Mar-15","Indfor INCOME INDO REMI06071","28494867291","05-Mar-15","2,640.00","","5,48,750.00",
"05-Mar-15","INDO GIBL Indiaforensic STL06071","28494865890","05-Mar-15","2,95,000.00","","2,53,750.00",
"07-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494859414","07-Mar-15","","5,00,000.00","7,53,750.00",
"07-Mar-15","Indfor INCOME INDO REMI08071","28494910116","07-Mar-15","120","","7,53,630.00",
"07-Mar-15","INDO GIBL Indiaforensic STL08071","28494924669","07-Mar-15","30,700.00","","7,22,930.00",
"","Indfor INCOME INDO REMI07071","28494869328","","1,200.00","","7,21,730.00",
"07-Mar-15","INDO GIBL Indiaforensic STL07071","28494860609","07-Mar-15","2,13,225.00","","5,08,505.00",
"07-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494946978","07-Mar-15","","5,00,000.00","10,08,505.00",
"07-Mar-15","","28494884404","07-Mar-15","4,800.00","","10,03,705.00",
"07-Mar-15","INDO GIBL Indiaforensic STL09071","28494862125","07-Mar-15","8,09,926.00","","1,93,779.00",
"07-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494878872","07-Mar-15","","5,00,000.00","6,93,779.00",
"07-Mar-15","Indfor INCOME INDO REMI10071","28494863396","07-Mar-15","2,640.00","","6,91,139.00",
"07-Mar-15","INDO GIBL Indiaforensic STL10071","28494884756","07-Mar-15","4,35,225.00","","2,55,914.00",
"09-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494900533","09-Mar-15","","5,00,000.00","7,55,914.00",
"09-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494924113","09-Mar-15","","5,00,000.00","12,55,914.00",
"09-Mar-15","Indfor INCOME INDO REMI11071","28494902064","09-Mar-15","4,560.00","","12,51,354.00",
"09-Mar-15","INDO GIBL Indiaforensic STL11071","28494969734","09-Mar-15","8,28,988.00","","4,22,366.00",
"09-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494961179","09-Mar-15","","5,00,000.00","9,22,366.00",
"09-Mar-15","","28494928834","09-Mar-15","3,120.00","","9,19,246.00",
"09-Mar-15","INDO GIBL Indiaforensic STL12071","28494963403","09-Mar-15","4,47,455.00","","4,71,791.00",
"09-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494921530","09-Mar-15","","5,00,000.00","9,71,791.00",
"10-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494965801","10-Mar-15","","2,00,000.00","11,71,791.00",
"10-Mar-15","Indfor INCOME INDO REMI15071","28494973475","10-Mar-15","360","","11,71,431.00",
"10-Mar-15","INDO GIBL Indiaforensic STL15071","28494884196","10-Mar-15","69,800.00","","11,01,631.00",
"10-Mar-15","Indfor INCOME INDO REMI14071","28494952205","10-Mar-15","840","","11,00,791.00",
"10-Mar-15","INDO GIBL Indiaforensic STL14071","28494906133","10-Mar-15","1,21,300.00","","9,79,491.00",
"10-Mar-15","Indfor INCOME INDO REMI13071","28494951245","10-Mar-15","3,000.00","","9,76,491.00",
"10-Mar-15","INDO GIBL Indiaforensic STL13071","28494923085","10-Mar-15","5,05,300.00","","4,71,191.00",
"10-Mar-15","","28494953016","10-Mar-15","","2,00,000.00","6,71,191.00",
"10-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494883816","10-Mar-15","","5,00,000.00","11,71,191.00",
"10-Mar-15","Indfor INCOME INDO REMI16071","28494935323","10-Mar-15","4,080.00","","11,67,111.00",
"10-Mar-15","INDO GIBL Indiaforensic STL16071","28494870795","10-Mar-15","7,17,000.00","","4,50,111.00",
"11-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494872870","11-Mar-15","","2,00,000.00","6,50,111.00",
"11-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494917271","11-Mar-15","","2,00,000.00","8,50,111.00",
"11-Mar-15","Indfor INCOME INDO REMI17071","28494975500","11-Mar-15","3,960.00","","8,46,151.00",
"11-Mar-15","INDO GIBL Indiaforensic STL17071","28494945109","11-Mar-15","5,81,900.00","","2,64,251.00",
"11-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494932011","11-Mar-15","","2,00,000.00","4,64,251.00",
"11-Mar-15","FDRL/INTERNAL FUND TRANSFER","","11-Mar-15","","2,00,000.00","6,64,251.00",
"11-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494918937","11-Mar-15","","2,00,000.00","8,64,251.00",
"11-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494902121","11-Mar-15","","2,00,000.00","10,64,251.00",
"11-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494895021","11-Mar-15","","2,00,000.00","12,64,251.00",
"11-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494971225","11-Mar-15","","2,00,000.00","14,64,251.00",
"11-Mar-15","","28494873137","11-Mar-15","3,600.00","","14,60,651.00",
"11-Mar-15","INDO GIBL Indiaforensic STL18071","28494874682","11-Mar-15","6,63,350.00","","7,97,301.00",
"11-Mar-15","Indfor INCOME INDO REMI19071","28494878139","11-Mar-15","1,440.00","","7,95,861.00",
"12-Mar-15","INDO GIBL Indiaforensic STL19071","28494872070","12-Mar-15","1,35,800.00","","6,60,061.00",
"12-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494864096","12-Mar-15","","3,00,000.00","9,60,061.00",
"12-Mar-15","Indfor INCOME INDO REMI20071","28494931102","12-Mar-15","3,600.00","","9,56,461.00",
"12-Mar-15","INDO GIBL Indiaforensic STL20071","28494931577","12-Mar-15","7,12,099.00","","2,44,362.00",
"12-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494906364","12-Mar-15","","10,00,000.00","12,44,362.00",
"12-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494968666","12-Mar-15","","3,00,000.00","15,44,362.00",
"12-Mar-15","Indfor INCOME INDO REMI22071","28494949035","12-Mar-15","840","","15,43,522.00",
"12-Mar-15","INDO GIBL Indiaforensic STL22071","28494924220","12-Mar-15","1,45,400.00","","13,98,122.00",
"13-Mar-15","Indfor INCOME INDO REMI21071","28494957736","13-Mar-15","1,920.00","","13,96,202.00",
"13-Mar-15","INDO GIBL Indiaforensic STL21071","28494965676","13-Mar-15","2,40,535.00","","11,55,667.00",
"13-Mar-15","Indfor INCOME INDO REMI23071","28494948942","13-Mar-15","3,840.00","","11,51,827.00",
"13-Mar-15","INDO GIBL Indiaforensic STL23071","28494867732","13-Mar-15","6,10,100.00","","5,41,727.00",
"","FDRL/INTERNAL FUND TRANSFER","28494956875","","","5,00,000.00","10,41,727.00",
"13-Mar-15","Indfor INCOME INDO REMI24071","28494907912","13-Mar-15","3,360.00","","10,38,367.00",
"13-Mar-15","INDO GIBL Indiaforensic STL24071","28494913869","13-Mar-15","5,18,500.00","","5,19,867.00",
"13-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494953408","13-Mar-15","","3,00,000.00","8,19,867.00",
"13-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494902866","13-Mar-15","","3,00,000.00","11,19,867.00",
"13-Mar-15","Indfor INCOME INDO REMI25071","28494878078","13-Mar-15","3,240.00","","11,16,627.00",
"13-Mar-15","INDO GIBL Indiaforensic STL25071","28494874842","13-Mar-15","4,42,250.00","","6,74,377.00",
"13-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494889270","13-Mar-15","","3,00,000.00","9,74,377.00",
"13-Mar-15","Indfor INCOME INDO REMI26071","28494891520","13-Mar-15","3,240.00","","9,71,137.00",
"13-Mar-15","INDO GIBL Indiaforensic STL26071","28494886318","13-Mar-15","3,89,600.00","","5,81,537.00",
"13-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494967637","13-Mar-15","","10,00,000.00","15,81,537.00",
"14-Mar-15","Indfor INCOME INDO REMI27071","28494865354","14-Mar-15","2,760.00","","15,78,777.00",
"14-Mar-15","INDO GIBL Indiaforensic STL27071","28494948930","14-Mar-15","4,57,875.00","","11,20,902.00",
"14-Mar-15","Indfor INCOME INDO REMI28071","28494931584","14-Mar-15","600","","11,20,302.00",
"14-Mar-15","INDO GIBL Indiaforensic STL28071","28494968163","14-Mar-15","66,800.00","","10,53,502.00",
"14-Mar-15","Indfor INCOME INDO REMI30071","28494910042","14-Mar-15","2,280.00","","10,51,222.00",
"14-Mar-15","INDO GIBL Indiaforensic STL30071","28494860947","14-Mar-15","3,41,400.00","","7,09,822.00",
"14-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494951382","14-Mar-15","","3,00,000.00","10,09,822.00",
"14-Mar-15","Indfor INCOME INDO REMI31071","28494865920","14-Mar-15","2,760.00","","10,07,062.00",
"14-Mar-15","INDO GIBL Indiaforensic STL31071","28494901014","14-Mar-15","3,72,350.00","","6,34,712.00",
"16-Mar-15","FDRL/INTERNAL FUND TRANSFER","","16-Mar-15","","3,00,000.00","9,34,712.00",
"16-Mar-15","Indfor INCOME INDO REMI01081","28494891951","16-Mar-15","1,080.00","","9,33,632.00",
"16-Mar-15","INDO GIBL Indiaforensic STL01081","28494926385","16-Mar-15","1,45,500.00","","7,88,132.00",
"16-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494959145","16-Mar-15","","3,00,000.00","10,88,132.00",
"16-Mar-15","Indfor INCOME INDO REMI02081","28494861742","16-Mar-15","840","","10,87,292.00",
"16-Mar-15","","28494859886","16-Mar-15","1,10,550.00","","9,76,742.00",
"16-Mar-15","Indfor INCOME INDO REMI03081","28494879519","16-Mar-15","1,200.00","","9,75,542.00",
"16-Mar-15","INDO GIBL Indiaforensic STL03081","28494902193","16-Mar-15","2,20,801.00","","7,54,721.00",
"17-Mar-15","Indfor INCOME INDO REMI04081","28494906875","17-Mar-15","1,560.00","","7,53,161.00",
"17-Mar-15","INDO GIBL Indiaforensic STL04081","28494889742","17-Mar-15","2,69,850.00","","4,83,311.00",
"17-Mar-15","Indfor INCOME INDO REMI05081","28494911567","17-Mar-15","240","","4,83,071.00",
"17-Mar-15","INDO GIBL Indiaforensic STL05081","28494922792","17-Mar-15","17,500.00","","4,65,571.00",
"17-Mar-15","","28494930516","17-Mar-15","25000","","4,40,571.00",
"17-Mar-15","Indfor INCOME INDO REMI06081","28494872697","17-Mar-15","3,720.00","","4,36,851.00",
"17-Mar-15","INDO GIBL Indiaforensic STL06081","28494861898","17-Mar-15","4,57,050.00","","-20,199.00",
"17-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494938136","17-Mar-15","","3,00,000.00","2,79,801.00",
"","FDRL/INTERNAL FUND TRANSFER","28494929864","","","3,00,000.00","5,79,801.00",
"18-Mar-15","Indfor INCOME INDO REMI07081","28494928282","18-Mar-15","3,840.00","","5,75,961.00",
"18-Mar-15","INDO GIBL Indiaforensic STL07081","28494889010","18-Mar-15","","533423","11,09,384.00",
"18-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494868004","18-Mar-15","","5,00,000.00","16,09,384.00",
"18-Mar-15","","28494892934","18-Mar-15","3,480.00","","16,05,904.00",
"18-Mar-15","INDO GIBL Indiaforensic STL08081","28494937626","18-Mar-15","5,56,450.00","","10,49,454.00",
"18-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494914815","18-Mar-15","","5,00,000.00","15,49,454.00",
"18-Mar-15","Indfor INCOME INDO REMI09081","28494938806","18-Mar-15","2,280.00","","15,47,174.00",
"18-Mar-15","INDO GIBL Indiaforensic STL09081","28494963278","18-Mar-15","3,36,850.00","","12,10,324.00",
"18-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494911453","18-Mar-15","","10,00,000.00","22,10,324.00",
"18-Mar-15","Indfor INCOME INDO REMI10081","28494871489","18-Mar-15","2,520.00","","22,07,804.00",
"19-Mar-15","INDO GIBL Indiaforensic STL10081","28494891462","19-Mar-15","3,51,200.00","","18,56,604.00",
"19-Mar-15","Indfor INCOME INDO REMI11081","28494891228","19-Mar-15","1,320.00","","18,55,284.00",
"19-Mar-15","INDO GIBL Indiaforensic STL11081","28494959953","19-Mar-15","2,00,700.00","","16,54,584.00",
"19-Mar-15","Indfor INCOME INDO REMI12081","28494868462","19-Mar-15","840","","16,53,744.00",
"19-Mar-15","INDO GIBL Indiaforensic STL12081","28494908592","19-Mar-15","1,16,260.00","","15,37,484.00",
"19-Mar-15","Indfor INCOME INDO REMI13081","28494930887","19-Mar-15","3,480.00","","15,34,004.00",
"19-Mar-15","INDO GIBL Indiaforensic STL13081","28494927870","19-Mar-15","5,17,655.00","","10,16,349.00",
"19-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494957673","19-Mar-15","","10,00,000.00","20,16,349.00",
"19-Mar-15","Indfor INCOME INDO REMI14081","28494950999","19-Mar-15","3,600.00","","20,12,749.00",
"","INDO GIBL Indiaforensic STL14081","28494916835","","5,61,995.00","","14,50,754.00",
"19-Mar-15","Indfor INCOME INDO REMI15081","28494861948","19-Mar-15","1,320.00","","14,49,434.00",
"19-Mar-15","INDO GIBL Indiaforensic STL15081","28494938113","19-Mar-15","2,12,000.00","","12,37,434.00",
"19-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494949699","19-Mar-15","","5,00,000.00","17,37,434.00",
"19-Mar-15","Indfor INCOME INDO REMI16081","28494938975","19-Mar-15","4,440.00","","17,32,994.00",
"19-Mar-15","INDO GIBL Indiaforensic STL16081","28494863427","19-Mar-15","7,55,505.00","","9,77,489.00",
"20-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494950557","20-Mar-15","","4,00,000.00","13,77,489.00",
"20-Mar-15","Indfor INCOME INDO REMI17081","28494904202","20-Mar-15","3,960.00","","13,73,529.00",
"20-Mar-15","INDO GIBL Indiaforensic STL17081","28494912298","20-Mar-15","6,15,328.00","","7,58,201.00",
"20-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494905508","20-Mar-15","","5,00,000.00","12,58,201.00",
"20-Mar-15","","28494958015","20-Mar-15","","5,00,000.00","17,58,201.00",
"20-Mar-15","Indfor INCOME INDO REMI18081","28494972430","20-Mar-15","1,920.00","","17,56,281.00",
"20-Mar-15","INDO GIBL Indiaforensic STL18081","28494909288","20-Mar-15","2,62,900.00","","14,93,381.00",
"21-Mar-15","Indfor INCOME INDO REMI19081","28494884464","21-Mar-15","360","","14,93,021.00",
"21-Mar-15","INDO GIBL Indiaforensic STL19081","","21-Mar-15","18,000.00","","14,75,021.00",
"21-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494923498","21-Mar-15","","4,00,000.00","18,75,021.00",
"21-Mar-15","Indfor INCOME INDO REMI20081","28494876040","21-Mar-15","4,200.00","","18,70,821.00",
"21-Mar-15","INDO GIBL Indiaforensic STL20081","28494871057","21-Mar-15","5,54,751.00","","13,16,070.00",
"21-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494890169","21-Mar-15","","4,00,000.00","17,16,070.00",
"21-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494946983","21-Mar-15","","4,00,000.00","21,16,070.00",
"21-Mar-15","Indfor INCOME INDO REMI21081","28494875226","21-Mar-15","5,280.00","","21,10,790.00",
"21-Mar-15","INDO GIBL Indiaforensic STL21081","28494892075","21-Mar-15","9,12,000.00","","11,98,790.00",
"21-Mar-15","Indfor INCOME INDO REMI22081","28494888267","21-Mar-15","1,800.00","","11,96,990.00",
"23-Mar-15","INDO GIBL Indiaforensic STL22081","28494890263","23-Mar-15","3,35,601.00","","8,61,389.00",
"23-Mar-15","FDRL/INTERNAL FUND TRANSFER","0","23-Mar-15","500","","8,60,889.00",
"23-Mar-15","Indfor INCOME INDO REMI23081","28494933667","23-Mar-15","2,400.00","","8,58,489.00",
"23-Mar-15","INDO GIBL Indiaforensic STL23081","28494968743","23-Mar-15","3,38,131.00","","5,20,358.00",
"23-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494942665","23-Mar-15","","4,00,000.00","9,20,348.00",
"23-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494885486","23-Mar-15","","4,00,000.00","13,20,348.00",
"24-Mar-15","Indfor INCOME INDO REMI24081","28494931222","24-Mar-15","1,560.00","","13,18,788.00",
"24-Mar-15","INDO GIBL Indiaforensic STL24081","28494911893","24-Mar-15","2,30,300.00","","10,88,488.00",
"24-Mar-15","Indfor INCOME INDO REMI25081","28494923006","24-Mar-15","720","","10,87,768.00",
"24-Mar-15","","28494938744","24-Mar-15","71,080.00","","10,16,688.00",
"24-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494955998","24-Mar-15","","4,00,000.00","14,16,688.00",
"24-Mar-15","Indfor INCOME INDO REMI27081","28494908771","24-Mar-15","9,34,320.00","","4,82,368.00",
"24-Mar-15","INDO GIBL Indiaforensic STL27081","28494865057","24-Mar-15","5,18,401.00","","-36,033.00",
"24-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494954035","24-Mar-15","","4,00,000.00","3,63,967.00",
"24-Mar-15","Indfor INCOME INDO REMI28081","","24-Mar-15","2,160.00","","3,61,807.00",
"24-Mar-15","INDO GIBL Indiaforensic STL28081","28494908397","24-Mar-15","2,54,584.00","","1,07,223.00",
"24-Mar-15","","28494961244","24-Mar-15","","4,00,000.00","5,07,223.00",
"24-Mar-15","Indfor INCOME INDO REMI29081","28494973422","24-Mar-15","2,760.00","","5,04,463.00",
"24-Mar-15","INDO GIBL Indiaforensic STL29081","28494964296","24-Mar-15","3,50,585.00","","1,53,878.00",
"25-Mar-15","Indfor INCOME INDO REMI30081","","25-Mar-15","2,280.00","","1,51,598.00",
"25-Mar-15","INDO GIBL Indiaforensic STL30081","28494959663","25-Mar-15","","1500000","16,51,598.00",
"25-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494876798","25-Mar-15","","5,00,000.00","21,51,598.00",
"25-Mar-15","Indfor INCOME INDO REMI31081","28494964930","25-Mar-15","3,000.00","","21,48,598.00",
"25-Mar-15","INDO WEIZ STL310818","28494972444","25-Mar-15","4,14,101.00","","17,34,497.00",
"25-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494880282","25-Mar-15","","5,00,000.00","22,34,497.00",
"25-Mar-15","Indfor INCOME INDO REMI01091","28494910701","25-Mar-15","1,440.00","","22,33,057.00",
"26-Mar-15","INDO GIBL Indiaforensic STL01091","28494880535","26-Mar-15","2,36,300.00","","19,96,757.00",
"26-Mar-15","Indfor INCOME INDO REMI02091","28494907119","26-Mar-15","120","","19,96,637.00",
"26-Mar-15","INDO GIBL Indiaforensic STL02091","28494900060","26-Mar-15","9,800.00","","19,86,837.00",
"26-Mar-15","Indfor INCOME INDO REMI03091","28494902557","26-Mar-15","1,920.00","","19,84,917.00",
"26-Mar-15","INDO GIBL Indiaforensic STL03091","28494883721","26-Mar-15","2,28,025.00","","17,56,892.00",
"26-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494906516","26-Mar-15","","5,00,000.00","22,56,892.00",
"26-Mar-15","Indfor INCOME INDO REMI04091","28494871924","26-Mar-15","2,880.00","","22,54,012.00",
"26-Mar-15","INDO WEIZ STL040918","28494859583","26-Mar-15","3,68,300.00","","18,85,712.00",
"26-Mar-15","","28494865141","26-Mar-15","2,880.00","","18,82,832.00",
"26-Mar-15","INDO GIBL Indiaforensic STL05091","28494951363","26-Mar-15","4,06,628.00","","14,76,204.00",
"26-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494968514","26-Mar-15","","5,00,000.00","19,76,204.00",
"26-Mar-15","Indfor INCOME INDO REMI06091","28494964591","26-Mar-15","2,760.00","","19,73,444.00",
"27-Mar-15","INDO GIBL Indiaforensic STL06091","28494932443","27-Mar-15","3,77,198.00","","15,96,246.00",
"27-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494899336","27-Mar-15","","5,00,000.00","20,96,246.00",
"27-Mar-15","Indfor INCOME INDO REMI07091","28494888967","27-Mar-15","3,240.00","","20,93,006.00",
"27-Mar-15","INDO GIBL Indiaforensic STL07091","28494924110","27-Mar-15","4,41,750.00","","16,51,256.00",
"27-Mar-15","Indfor INCOME INDO REMI08091","28494941194","27-Mar-15","2,040.00","","16,49,216.00",
"27-Mar-15","INDO GIBL Indiaforensic STL08091","28494959513","27-Mar-15","2,74,751.00","","13,74,465.00",
"27-Mar-15","Indfor INCOME INDO REMI09091","28494936230","27-Mar-15","360","","13,74,105.00",
"27-Mar-15","INDO GIBL Indiaforensic STL09091","28494897012","27-Mar-15","61,600.00","","13,12,505.00",
"27-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494912272","27-Mar-15","","5,00,000.00","18,12,505.00",
"28-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494929245","28-Mar-15","","5,00,000.00","23,12,505.00",
"28-Mar-15","Indfor INCOME INDO REMI10091","28494876045","28-Mar-15","4,200.00","","23,08,305.00",
"28-Mar-15","INDO GIBL Indiaforensic STL10091","28494935316","28-Mar-15","5,37,776.00","","17,70,529.00",
"28-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494974265","28-Mar-15","","10,00,000.00","27,70,529.00",
"28-Mar-15","Indfor INCOME INDO REMI11091","28494926433","28-Mar-15","5,160.00","","27,65,369.00",
"","INDO GIBL Indiaforensic STL11091","28494929741","","7,76,577.00","","19,88,792.00",
"30-Mar-15","Indfor INCOME INDO REMI12091","28494956006","30-Mar-15","1,800.00","","19,86,992.00",
"30-Mar-15","INDO GIBL Indiaforensic STL12091","28494936830","30-Mar-15","2,52,025.00","","17,34,967.00",
"30-Mar-15","Indfor INCOME INDO REMI13091","28494898433","30-Mar-15","2,520.00","","17,32,447.00",
"30-Mar-15","INDO GIBL Indiaforensic STL13091","28494917249","30-Mar-15","3,95,501.00","","13,36,946.00",
"30-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494944288","30-Mar-15","","10,00,000.00","23,36,946.00",
"30-Mar-15","Indfor INCOME INDO REMI14091","28494946588","30-Mar-15","3,720.00","","23,33,226.00",
"30-Mar-15","INDO GIBL Indiaforensic STL14091","28494884136","30-Mar-15","5,43,351.00","","17,89,875.00",
"31-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494927192","31-Mar-15","","5,00,000.00","22,89,875.00",
"31-Mar-15","FDRL/INTERNAL FUND TRANSFER","28494942921","31-Mar-15","","5,00,000.00","27,89,875.00",
"31-Mar-15","Indfor INCOME INDO REMI15091","28494914837","31-Mar-15","1,200.00","","27,88,675.00",
"31-Mar-15","INDO GIBL Indiaforensic STL15091","28494961535","31-Mar-15","2,23,150.00","","25,65,525.00",
"31-Mar-15","Indfor INCOME INDO REMI16091","28494962865","31-Mar-15","120","","25,65,405.00",
"31-Mar-15","INDO GIBL Indiaforensic STL16091","28494949331","31-Mar-15","12,500.00","","25,52,905.00",
"31-Mar-15","Indfor INCOME INDO REMI17091","28494866433","31-Mar-15","3,960.00","","25,48,945.00",
"31-Mar-15","INDO GIBL Indiaforensic STL17091","28494958631","31-Mar-15","5,46,674.00","","20,02,271.00",
"03-Apr-15","Indfor INCOME INDO REMI18091","28494895745","03-Apr-15","3,720.00","","19,98,551.00",
"04-Apr-15","INDO GIBL Indiaforensic STL18091","28494944394","04-Apr-15","5,33,052.00","","14,65,499.00",
"04-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494864138","04-Apr-15","","5,00,000.00","19,65,499.00",
"04-Apr-15","Indfor INCOME INDO REMI19091","28494878345","04-Apr-15","2,640.00","","19,62,859.00",
"04-Apr-15","INDO GIBL Indiaforensic STL19091","28494885875","04-Apr-15","4,97,477.00","","14,65,382.00",
"04-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494899903","04-Apr-15","","5,00,000.00","19,65,382.00",
"04-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494966026","04-Apr-15","","5,00,000.00","24,65,382.00",
"04-Apr-15","Indfor INCOME INDO REMI20091","","04-Apr-15","3,120.00","","24,62,262.00",
"04-Apr-15","INDO GIBL Indiaforensic STL20091","28494928384","04-Apr-15","5,03,006.00","","19,59,256.00",
"04-Apr-15","Indfor INCOME INDO REMI21091","28494925047","04-Apr-15","1,800.00","","19,57,456.00",
"04-Apr-15","INDO GIBL Indiaforensic STL21091","28494955310","04-Apr-15","2,55,052.00","","17,02,404.00",
"04-Apr-15","Indfor INCOME INDO REMI22091","28494922650","04-Apr-15","600","","17,01,804.00",
"04-Apr-15","INDO GIBL Indiaforensic STL22091","28494969955","04-Apr-15","78,250.00","","16,23,554.00",
"04-Apr-15","Indfor INCOME INDO REMI23091","28494958221","04-Apr-15","120","","16,23,434.00",
"04-Apr-15","INDO GIBL Indiaforensic STL23091","28494955688","04-Apr-15","6,250.00","","16,17,184.00",
