"DATE","","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"29-Mar-16","","bank settlement","0","29-Mar-16","878","","2,25,84,772.56",
"29-Mar-16","AEPS INCOME DT 20-07-2018","","28494886721","29-Mar-16","","44,006.50","2,26,28,779.06",
"29-Mar-16","AEPS GST INC DT 20-07-201","","28494884102","29-Mar-16","","8,801.30","2,26,37,580.36",
"29-Mar-16","MAW/502964XXXXXX1956/Karu","","28494873451","29-Mar-16","","1,700.00","2,26,39,280.36",
"29-Mar-16","MAW/502964XXXXXX7940/Karu","","28494900531","29-Mar-16","","1,600.00","2,26,40,880.36",
"29-Mar-16","MAW/502964XXXXXX5620/Karu","","28494932561","29-Mar-16","","1,000.00","2,26,41,880.36",
"29-Mar-16","MAW/502964XXXXXX4185/Karu","","28494909020","29-Mar-16","","1,800.00","2,26,43,680.36",
"29-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494879823","29-Mar-16","","1,27,44,100.00","3,53,87,780.36",
"29-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494948804","29-Mar-16","","94,62,300.00","4,48,50,080.36",
"29-Mar-16","MAW/502964XXXXXX7382/Karu","","28494961811","29-Mar-16","","1,700.00","4,48,51,780.36",
"29-Mar-16","MAW/502964XXXXXX4793/Karu","","28494875643","29-Mar-16","","1,600.00","4,48,53,380.36",
"29-Mar-16","MAW/502964XXXXXX3574/Karu","","28494911569","29-Mar-16","","1,700.00","4,48,55,080.36",
"29-Mar-16","TRF TO","Indiaforensic SERVICES I","28494885023","29-Mar-16","1,50,00,000.00","","2,98,55,080.36",
"29-Mar-16","TRF TO","Indiaforensic SERVICES I","28494900753","29-Mar-16","73,00,000.00","","2,25,55,080.36",
"29-Mar-16","MAW/502964XXXXXX4620/Karu","","28494892824","29-Mar-16","","1,600.00","2,25,56,680.36",
"29-Mar-16","AEPS INCOME DT 21-07-2018","","28494921162","29-Mar-16","","33,659.80","2,25,90,340.16",
"29-Mar-16","AEPS GST INC DT 21-07-201","","28494937927","29-Mar-16","","6,731.96","2,25,97,072.12",
"29-Mar-16","AEPS INCOME DT 22-07-2018","","28494860032","29-Mar-16","","25,988.38","2,26,23,060.50",
"29-Mar-16","AEPS GST INC DT 22-07-201","","28494888671","29-Mar-16","","5,197.68","2,26,28,258.18",
"29-Mar-16","AEPS ACQUIRING ADJ FEES 2","","28494923320","29-Mar-16","10","","2,26,28,248.15",
"29-Mar-16","AEPS ACQ REP ADJ FEES 210","","28494942012","29-Mar-16","","38.35","2,26,28,286.50",
"29-Mar-16","MAW/502964XXXXXX1253/Cudd","","28494948763","29-Mar-16","","1,000.00","2,26,29,286.50",
"29-Mar-16","MAW/502964XXXXXX7755/Karu","","28494886040","29-Mar-16","","1,400.00","2,26,30,686.50",
"29-Mar-16","MAW/502964XXXXXX8707/Karu","","28494881487","29-Mar-16","","1,600.00","2,26,32,286.50",
"29-Mar-16","MAW/502964XXXXXX0398/Karu","","28494973923","29-Mar-16","","1,600.00","2,26,33,886.50",
"29-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494946981","29-Mar-16","","1,64,37,300.00","3,90,71,186.50",
"29-Mar-16","CB819415898854/RMCPL24383/1","","28494899622","29-Mar-16","2,900.00","","3,90,68,286.50",
"29-Mar-16","CB819211357541/RMCPL24646/1","","28494969484","29-Mar-16","6,500.00","","3,90,61,786.50",
"29-Mar-16","CB819311603799/RMCPL16763/1","","28494895819","29-Mar-16","2,000.00","","3,90,59,786.50",
"29-Mar-16","CB819418937654/RMCPL03043/1","","28494916697","29-Mar-16","10,000.00","","3,90,49,786.50",
"29-Mar-16","MAW/502964XXXXXX4740/Karu","","28494916380","29-Mar-16","","1,600.00","3,90,51,386.50",
"29-Mar-16","TRF TO","Indiaforensic SERVICES I","28494871511","29-Mar-16","1,50,00,000.00","","2,40,51,386.50",
"29-Mar-16","TRF TO","Indiaforensic SERVICES I","28494973072","29-Mar-16","10,00,000.00","","2,30,51,386.50",
"29-Mar-16","TRF TO","Indiaforensic SERVICES I","28494897820","29-Mar-16","5,00,000.00","","2,25,51,386.50",
"29-Mar-16","MAW/502964XXXXXX6016/Akol","","28494930327","29-Mar-16","","1,200.00","2,25,52,586.50",
"29-Mar-16","AEPS INCOME DT 23-07-2018","","28494912926","29-Mar-16","","42,863.77","2,25,95,450.27",
"29-Mar-16","AEPS GST INC DT 23-07-201","","28494920039","29-Mar-16","","8,572.75","2,26,04,023.02",
"29-Mar-16","MAW/502964XXXXXX8905/Karu","","28494881336","29-Mar-16","","1,700.00","2,26,05,723.02",
"29-Mar-16","MAW/502964XXXXXX8560/Karu","","28494943245","29-Mar-16","","1,700.00","2,26,07,423.02",
"29-Mar-16","MAW/502964XXXXXX0532/Karu","","28494897859","29-Mar-16","","1,900.00","2,26,09,323.02",
"29-Mar-16","MAW/502964XXXXXX4234/Karu","","28494883037","29-Mar-16","","1,800.00","2,26,11,123.02",
"29-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494918114","29-Mar-16","","1,62,27,500.00","3,88,38,623.02",
"29-Mar-16","CB819814785772/RMCPL12343/1","","28494940380","29-Mar-16","1,000.00","","3,88,37,623.02",
"29-Mar-16","CB819819868826/RMCPL12522/1","","28494957044","29-Mar-16","700","","3,88,36,923.02",
"29-Mar-16","TRF TO","Indiaforensic SERVICES I","28494892615","29-Mar-16","1,50,00,000.00","","2,38,36,923.02",
"29-Mar-16","MAW/502964XXXXXX1898/NAGA","","28494909713","29-Mar-16","","300","2,38,37,223.02",
"29-Mar-16","MAW/502964XXXXXX9772/Cudd","","28494908709","29-Mar-16","","2,500.00","2,38,39,723.02",
"29-Mar-16","TRF TO","Indiaforensic SERVICES I","28494891195","29-Mar-16","13,00,000.00","","2,25,39,723.02",
"29-Mar-16","AEPS INCOME DT 24-07-2018","","28494871948","29-Mar-16","","41,884.37","2,25,81,607.39",
"29-Mar-16","AEPS GST INC DT 24-07-201","","28494860183","29-Mar-16","","8,376.87","2,25,89,984.26",
"29-Mar-16","AEPS ACQUIRING ADJ FEES 2","","28494878137","29-Mar-16","65","","2,25,89,919.36",
"29-Mar-16","MAW/502964XXXXXX6771/Karu","","28494906123","29-Mar-16","","1,600.00","2,25,91,519.36",
"29-Mar-16","MAW/502964XXXXXX0886/Karu","","28494962056","29-Mar-16","","1,600.00","2,25,93,119.36",
"30-Mar-16","MAW/502964XXXXXX7333/Karu","","28494877763","30-Mar-16","","1,600.00","2,25,94,719.36",
"30-Mar-16","MAW/502964XXXXXX1420/Karu","","28494938100","30-Mar-16","","1,600.00","2,25,96,319.36",
"30-Mar-16","MAW/502964XXXXXX2221/Karu","","28494954621","30-Mar-16","","1,600.00","2,25,97,919.36",
"30-Mar-16","MAW/502964XXXXXX3626/Karu","","28494950001","30-Mar-16","","1,600.00","2,25,99,519.36",
"30-Mar-16","MAW/502964XXXXXX0404/Karu","","28494889325","30-Mar-16","","1,600.00","2,26,01,119.36",
"30-Mar-16","MAW/502964XXXXXX7114/Karu","","28494953834","30-Mar-16","","1,600.00","2,26,02,719.36",
"30-Mar-16","MAW/502964XXXXXX3741/Karu","","28494946196","30-Mar-16","","1,500.00","2,26,04,219.36",
"30-Mar-16","MAW/502964XXXXXX0931/Karu","","28494903479","30-Mar-16","","1,500.00","2,26,05,719.36",
"30-Mar-16","MAW/502964XXXXXX5678/Karu","","28494883215","30-Mar-16","","1,600.00","2,26,07,319.36",
"30-Mar-16","MAW/502964XXXXXX5780/Karu","","28494876969","30-Mar-16","","1,500.00","2,26,08,819.36",
"30-Mar-16","MAW/502964XXXXXX1669/Karu","","28494887742","30-Mar-16","","1,500.00","2,26,10,319.36",
"30-Mar-16","MAW/502964XXXXXX0226/Karu","","28494886466","30-Mar-16","","1,600.00","2,26,11,919.36",
"30-Mar-16","MAW/502964XXXXXX5619/Karu","","28494974316","30-Mar-16","","1,600.00","2,26,13,519.36",
"30-Mar-16","MAW/502964XXXXXX1544/Karu","","28494913029","30-Mar-16","","1,500.00","2,26,15,019.36",
"30-Mar-16","MAW/502964XXXXXX8345/Karu","","28494887412","30-Mar-16","","1,600.00","2,26,16,619.36",
"30-Mar-16","MAW/502964XXXXXX3641/Karu","","28494961072","30-Mar-16","","1,500.00","2,26,18,119.36",
"30-Mar-16","MAW/502964XXXXXX2539/Karu","","28494931905","30-Mar-16","","1,600.00","2,26,19,719.36",
"30-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494883238","30-Mar-16","","1,48,91,800.00","3,75,11,519.36",
"30-Mar-16","MAW/502964XXXXXX3058/Karu","","28494900993","30-Mar-16","","1,600.00","3,75,13,119.36",
"30-Mar-16","MAW/502964XXXXXX1160/Karu","","28494927846","30-Mar-16","","1,700.00","3,75,14,819.36",
"30-Mar-16","MAW/502964XXXXXX1728/Karu","","28494945231","30-Mar-16","","1,500.00","3,75,16,319.36",
"30-Mar-16","MAW/502964XXXXXX5815/Karu","","28494953518","30-Mar-16","","1,600.00","3,75,17,919.36",
"30-Mar-16","TRF TO","Indiaforensic SERVICES I","28494873135","30-Mar-16","1,49,00,000.00","","2,26,17,919.36",
"30-Mar-16","MAW/502964XXXXXX3649/Karu","","28494952274","30-Mar-16","","1,600.00","2,26,19,519.36",
"30-Mar-16","MAW/502964XXXXXX2994/Pand","28494906067","30-Mar-16","","2,800.00","2,26,22,319.36",
"30-Mar-16","MAW/502964XXXXXX6318/Pand","28494926374","30-Mar-16","","2,000.00","2,26,24,319.36",
"30-Mar-16","AEPS INCOME DT 25-07-2018","28494865764","30-Mar-16","","37,667.20","2,26,61,986.56",
"30-Mar-16","AEPS GST INC DT 25-07-201","28494937836","30-Mar-16","","7,533.44","2,26,69,520.00",
"30-Mar-16","AEPS ACQUIRING ADJ FEES 2","28494959735","30-Mar-16","6","","2,26,69,514.10",
"30-Mar-16","CB817812820575/RMCPL24646/2","28494954777","30-Mar-16","5,000.00","","2,26,64,514.10",
"30-Mar-16","CB820109485569/RMCPL17015/2","28494892567","30-Mar-16","2,000.00","","2,26,62,514.10",
"30-Mar-16","CB819910976249/RMCPL21990/1","28494879522","30-Mar-16","500","","2,26,62,014.10",
"30-Mar-16","CB819918110598/RMCPL18940/1","28494898071","30-Mar-16","500","","2,26,61,514.10",
"30-Mar-16","MAW/502964XXXXXX4158/Karu","28494916328","30-Mar-16","","1,600.00","2,26,63,114.10",
"30-Mar-16","MAW/502964XXXXXX8723/Karu","28494959479","30-Mar-16","","1,700.00","2,26,64,814.10",
"30-Mar-16","MAW/502964XXXXXX3402/Pand","28494974129","30-Mar-16","","500","2,26,65,314.10",
"30-Mar-16","Indiaforensic AEPS NPCI WDL SET","28494925153","30-Mar-16","","1,42,54,200.00","3,69,19,514.10",
"30-Mar-16","MAW/502964XXXXXX2937/Karu","28494947569","30-Mar-16","","1,900.00","3,69,21,414.10",
"30-Mar-16","CR819917092607/RMCPL15334/1","28494924967","30-Mar-16","5,000.00","","3,69,16,414.10",
"30-Mar-16","CR819912021310/RMCPL18408/1","28494867271","30-Mar-16","10,000.00","","3,69,06,414.10",
"30-Mar-16","CR819912023938/RMCPL11949/1","28494870441","30-Mar-16","600","","3,69,05,814.10",
"30-Mar-16","CR819917098353/RMCPL22994/1","28494974638","30-Mar-16","4,000.00","","3,69,01,814.10",
"30-Mar-16","CR819911007740/RMCPL00154/1","28494911524","30-Mar-16","2,000.00","","3,68,99,814.10",
"30-Mar-16","CR819912021309/RMCPL11764/1","28494896809","30-Mar-16","1,000.00","","3,68,98,814.10",
"30-Mar-16","CR819912021212/RMCPL24338/1","28494922885","30-Mar-16","10,000.00","","3,68,88,814.10",
"30-Mar-16","CR819911000456/RMCPL22523/1","28494924746","30-Mar-16","2,500.00","","3,68,86,314.10",
"30-Mar-16","CR819916085930/RMCPL23181/1","28494893619","30-Mar-16","500","","3,68,85,814.10",
"30-Mar-16","CR819912027846/RMCPL12052/1","28494901876","30-Mar-16","500","","3,68,85,314.10",
"30-Mar-16","CR819919141332/RMCPL26914/1","28494872685","30-Mar-16","1,000.00","","3,68,84,314.10",
"30-Mar-16","CR819809690007/RMCPL25253/1","28494865943","30-Mar-16","2,000.00","","3,68,82,314.10",
"30-Mar-16","CR820011264548/RMCPL25245/1","28494906874","30-Mar-16","500","","3,68,81,814.10",
"30-Mar-16","CR819917104584/RMCPL24821/1","28494949815","30-Mar-16","3,000.00","","3,68,78,814.10",
"30-Mar-16","CR820018376246/RMCPL24794/1","28494880334","30-Mar-16","3,000.00","","3,68,75,814.10",
"30-Mar-16","CR819909957303/RMCPL24589/1","28494928578","30-Mar-16","2,000.00","","3,68,73,814.10",
"30-Mar-16","CR819909957301/RMCPL24302/1","28494953755","30-Mar-16","1,400.00","","3,68,72,414.10",
"30-Mar-16","CR819813764444/RMCPL23898/1","28494900018","30-Mar-16","2,000.00","","3,68,70,414.10",
"30-Mar-16","CR819819868804/RMCPL23305/1","28494954880","30-Mar-16","1,000.00","","3,68,69,414.10",
"30-Mar-16","CR820011264539/RMCPL22461/1","28494892897","30-Mar-16","1,000.00","","3,68,68,414.10",
"30-Mar-16","CR819817827428/RMCPL22427/1","28494873355","30-Mar-16","10,000.00","","3,68,58,414.10",
"30-Mar-16","CR820112542092/RMCPL21598/2","28494944653","30-Mar-16","1,000.00","","3,68,57,414.10",
"30-Mar-16","CR819810712087/RMCPL20826/1","28494960588","30-Mar-16","5,000.00","","3,68,52,414.10",
"30-Mar-16","CR820010249908/RMCPL20736/1","28494889049","30-Mar-16","1,700.00","","3,68,50,714.10",
"30-Mar-16","CR819918110644/RMCPL19898/1","28494934839","30-Mar-16","2,000.00","","3,68,48,714.10",
"30-Mar-16","CR819918116966/RMCPL19748/1","28494869070","30-Mar-16","1,000.00","","3,68,47,714.10",
"30-Mar-16","CR819817827434/RMCPL19235/1","28494929998","30-Mar-16","800","","3,68,46,914.10",
"30-Mar-16","CR819816820592/RMCPL18651/1","28494911811","30-Mar-16","2,100.00","","3,68,44,814.10",
"30-Mar-16","CR820110511833/RMCPL17906/2","28494965260","30-Mar-16","2,000.00","","3,68,42,814.10",
"30-Mar-16","CR819811738541/RMCPL17454/1","28494935271","30-Mar-16","10,000.00","","3,68,32,814.10",
"30-Mar-16","CR820017355598/RMCPL16996/1","28494881262","30-Mar-16","500","","3,68,32,314.10",
"30-Mar-16","CR819817835126/RMCPL16659/1","28494914921","30-Mar-16","1,500.00","","3,68,30,814.10",
"30-Mar-16","CR819813764458/RMCPL16314/1","28494918909","30-Mar-16","5,000.00","","3,68,25,814.10",
"30-Mar-16","CR819816820588/RMCPL15326/1","28494903104","30-Mar-16","2,000.00","","3,68,23,814.10",
"30-Mar-16","CR819818851513/RMCPL15233/1","28494910328","30-Mar-16","2,500.00","","3,68,21,314.10",
"30-Mar-16","CR819816820600/RMCPL14354/1","28494968695","30-Mar-16","4,000.00","","3,68,17,314.10",
"30-Mar-16","CR819813771396/RMCPL13026/1","28494889457","30-Mar-16","1,000.00","3,68,16,314.10",
"30-Mar-16","CR819810712096/RMCPL10339/1","28494874547","30-Mar-16","1,000.00","3,68,15,314.10",
"30-Mar-16","CR820018376224/RMCPL09982/1","28494879261","30-Mar-16","3,000.00","3,68,12,314.10",
"30-Mar-16","CR819813764441/RMCPL09615/1","28494964567","30-Mar-16","1,300.00","3,68,11,014.10",
"30-Mar-16","CR820112550800/RMCPL12509/2","28494928577","30-Mar-16","10,000.00","3,68,01,014.10",
"30-Mar-16","CR820117615481/RMCPL24066/2","28494874572","30-Mar-16","500","3,68,00,514.10",
"30-Mar-16","CR820112550803/RMCPL18940/2","28494892969","30-Mar-16","500","3,68,00,014.10",
"30-Mar-16","CR820017362351/RMCPL14820/1","28494881267","30-Mar-16","2,000.00","3,67,98,014.10",
"30-Mar-16","CR820010249848/RMCPL15451/1","28494924265","30-Mar-16","3,000.00","3,67,95,014.10",
"30-Mar-16","CR819918110622/RMCPL23450/1","28494922902","30-Mar-16","2,500.00","3,67,92,514.10",
"30-Mar-16","CR819917104554/RMCPL26845/1","28494930538","30-Mar-16","2,000.00","3,67,90,514.10",
"30-Mar-16","CR819919141306/RMCPL26454/1","28494880214","30-Mar-16","900","3,67,89,614.10",
"30-Mar-16","CR819817835108/RMCPL20628/1","28494912568","30-Mar-16","2,000.00","3,67,87,614.10",
"30-Mar-16","CR819818843011/RMCPL15869/1","28494935774","30-Mar-16","500","3,67,87,114.10",
"30-Mar-16","CR819818851500/RMCPL23652/1","28494952515","30-Mar-16","1,000.00","3,67,86,114.10",
"30-Mar-16","CR820511552400/RMCPL03657/2","28494940632","30-Mar-16","10,000.00","3,67,76,114.10",
"30-Mar-16","CR820515615254/RMCPL18236/2","28494866890","30-Mar-16","1,000.00","3,67,75,114.10",
"30-Mar-16","CR820511552417/RMCPL22050/2","28494967383","30-Mar-16","2,000.00","3,67,73,114.10",
"30-Mar-16","CR820513589977/RMCPL17454/2","28494880539","30-Mar-16","1,000.00","3,67,72,114.10",
"30-Mar-16","CR820514603451/RMCPL18042/2","28494892358","30-Mar-16","2,200.00","3,67,69,914.10",
"30-Mar-16","CR820519678429/RMCPL20122/2","28494943440","30-Mar-16","1,000.00","3,67,68,914.10",
"30-Mar-16","CR820514603463/RMCPL24698/2","28494935541","30-Mar-16","2,000.00","3,67,66,914.10",
"30-Mar-16","CR820510538018/RMCPL18600/2","28494939323","30-Mar-16","1,200.00","3,67,65,714.10",
"30-Mar-16","CR820511552405/RMCPL16043/2","28494860494","30-Mar-16","3,000.00","3,67,62,714.10",
"30-Mar-16","CR820511552402/RMCPL14954/2","28494877075","30-Mar-16","500","3,67,62,214.10",
"30-Mar-16","CR820519678449/RMCPL20439/2","28494957244","30-Mar-16","2,600.00","3,67,59,614.10",
"30-Mar-16","CR820510538012/RMCPL22799/2","28494889373","30-Mar-16","500","3,67,59,114.10",
"30-Mar-16","CR820510538031/RMCPL24011/2","28494900229","30-Mar-16","1,900.00","3,67,57,214.10",
"30-Mar-16","CR820513583031/RMCPL19037/2","28494861177","30-Mar-16","1,000.00","3,67,56,214.10",
"30-Mar-16","CR820513583032/RMCPL14558/2","28494931673","30-Mar-16","2,200.00","3,67,54,014.10",
"30-Mar-16","CR820511545636/RMCPL10976/2","28494967514","30-Mar-16","5,000.00","3,67,49,014.10",
"30-Mar-16","CR820512565280/RMCPL00045/2","28494908048","30-Mar-16","3,000.00","3,67,46,014.10",
"30-Mar-16","CR820514603448/RMCPL00225/2","28494936871","30-Mar-16","3,000.00","3,67,43,014.10",
"30-Mar-16","CR820515609674/RMCPL14558/2","28494906613","30-Mar-16","5,300.00","3,67,37,714.10",
"30-Mar-16","CR820514597013/RMCPL14954/2","28494901549","30-Mar-16","1,000.00","3,67,36,714.10",
"30-Mar-16","CR820416358819/RMCPL19298/2","28494942909","30-Mar-16","1,000.00","3,67,35,714.10",
"30-Mar-16","CR820417366291/RMCPL25532/2","28494863105","30-Mar-16","1,000.00","3,67,34,714.10",
"30-Mar-16","CR820414326397/RMCPL23013/2","28494954461","30-Mar-16","1,500.00","3,67,33,214.10",
"30-Mar-16","CR820415343604/RMCPL24439/2","28494900109","30-Mar-16","2,000.00","3,67,31,214.10",
"30-Mar-16","CR820410254654/RMCPL18138/2","28494935528","30-Mar-16","10,000.00","3,67,21,214.10",
"30-Mar-16","CR820411277633/RMCPL25977/2","28494919500","30-Mar-16","1,800.00","3,67,19,414.10",
"30-Mar-16","CR820418389325/RMCPL21832/2","28494922909","30-Mar-16","1,000.00","3,67,18,414.10",
"30-Mar-16","CR820415335095/RMCPL23870/2","28494931224","30-Mar-16","500","3,67,17,914.10",
"30-Mar-16","CR820414317232/RMCPL10728/2","28494903300","30-Mar-16","2,000.00","3,67,15,914.10",
"30-Mar-16","CR820410246031/RMCPL16699/2","28494935478","30-Mar-16","1,000.00","3,67,14,914.10",
"30-Mar-16","CR820412291800/RMCPL18408/2","28494954145","30-Mar-16","500","3,67,14,414.10",
"30-Mar-16","CR820412291853/RMCPL24777/2","28494972452","30-Mar-16","5,000.00","3,67,09,414.10",
"30-Mar-16","CR820311035130/RMCPL12838/2","28494933240","30-Mar-16","10,000.00","3,66,99,414.10",
"30-Mar-16","CR820315083550/RMCPL25969/2","28494879949","30-Mar-16","500","3,66,98,914.10",
"30-Mar-16","CR820315083973/RMCPL25969/2","28494913393","30-Mar-16","500","3,66,98,414.10",
"30-Mar-16","CR820211779160/RMCPL21524/2","","28494939769","30-Mar-16","1,000.00","","3,66,97,414.10",
"30-Mar-16","CR820213812201/RMCPL22318/2","","28494937138","30-Mar-16","2,000.00","","3,66,95,414.10",
"30-Mar-16","CR820111517597/RMCPL23096/2","","28494924900","30-Mar-16","5,000.00","","3,66,90,414.10",
"30-Mar-16","TRF TO","Indiaforensic SERVICES I","28494963756","30-Mar-16","1,41,00,000.00","","2,25,90,414.10",
"30-Mar-16","AEPS INCOME DT 26-07-2018","","28494868271","30-Mar-16","","36,475.41","2,26,26,889.51",
"30-Mar-16","AEPS GST INC DT 26-07-201","","28494946964","30-Mar-16","","7,295.08","2,26,34,184.59",
"30-Mar-16","AEPS ACQ CR ADJ FEES 2607","","28494973413","30-Mar-16","936","","2,26,33,248.26",
"30-Mar-16","AEPS ACQ REP ADJ FEES 260","","28494900952","30-Mar-16","","29.5","2,26,33,277.76",
"30-Mar-16","MICROATM SETTLEMNT DATED2","","28494956844","30-Mar-16","","100","2,26,33,377.76",
"30-Mar-16","MAW/502964XXXXXX1287/Cudd","","28494915669","30-Mar-16","","1,000.00","2,26,34,377.76",
"30-Mar-16","MAW/502964XXXXXX7344/Karu","","28494904018","30-Mar-16","","1,700.00","2,26,36,077.76",
"30-Mar-16","MAW/502964XXXXXX6863/Akol","","28494914502","30-Mar-16","","7,000.00","2,26,43,077.76",
"31-Mar-16","MAW/502964XXXXXX6863/Akol","","28494915611","31-Mar-16","","400","2,26,43,477.76",
"31-Mar-16","MAW/502964XXXXXX9275/Karu","","28494884593","31-Mar-16","","1,500.00","2,26,44,977.76",
"31-Mar-16","MAW/502964XXXXXX6805/Karu","","28494965002","31-Mar-16","","1,800.00","2,26,46,777.76",
"31-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494950760","31-Mar-16","","1,40,60,200.00","3,67,06,977.76",
"31-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494913199","31-Mar-16","","1,28,02,800.00","4,95,09,777.76",
"31-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494961863","31-Mar-16","","83,55,400.00","5,78,65,177.76",
"31-Mar-16","TRF TO Indiaforensic SERVICES IN","","28494865620","31-Mar-16","1,50,00,000.00","","4,28,65,177.76",
"31-Mar-16","TRF TO Indiaforensic SERVICES IN","","28494951212","31-Mar-16","1,50,00,000.00","","2,78,65,177.76",
"31-Mar-16","TRF TO Indiaforensic SERVICES IN","","28494960628","31-Mar-16","53,00,000.00","","2,25,65,177.76",
"31-Mar-16","MAW/502964XXXXXX1213/NAGA","","28494941769","31-Mar-16","","2,300.00","2,25,67,477.76",
"31-Mar-16","MAW/502964XXXXXX9796/NAGA","","28494907518","31-Mar-16","","1,400.00","2,25,68,877.76",
"31-Mar-16","AEPS INCOME DT 27-07-2018","","28494866503","31-Mar-16","","35,695.19","2,26,04,572.95",
"31-Mar-16","AEPS GST INC DT 27-07-201","","28494908032","31-Mar-16","","7,139.04","2,26,11,711.99",
"31-Mar-16","AEPS INCOME DT 28-07-2018","","28494951981","31-Mar-16","","32,768.24","2,26,44,480.23",
"31-Mar-16","AEPS GST INC DT 28-07-201","","28494920087","31-Mar-16","","6,553.65","2,26,51,033.88",
"31-Mar-16","AEPS INCOME DT 29-07-2018","","28494969650","31-Mar-16","","22,221.41","2,26,73,255.29",
"31-Mar-16","AEPS GST INC DT 29-07-201","","28494903823","31-Mar-16","","4,444.28","2,26,77,699.57",
"31-Mar-16","AEPS ACQ REP ADJ FEES 270","","28494916846","31-Mar-16","","5.9","2,26,77,705.47",
"31-Mar-16","MAW/502964XXXXXX1592/Cudd","","28494931099","31-Mar-16","","1,000.00","2,26,78,705.47",
"31-Mar-16","MAW/502964XXXXXX0237/Karu","","28494916012","31-Mar-16","","1,500.00","2,26,80,205.47",
"31-Mar-16","MAW/502964XXXXXX0455/Karu","","28494863237","31-Mar-16","","1,900.00","2,26,82,105.47",
"31-Mar-16","MAW/502964XXXXXX8633/Karu","","28494926308","31-Mar-16","","1,900.00","2,26,84,005.47",
"31-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494907041","31-Mar-16","","1,32,65,300.00","3,59,49,305.47",
"31-Mar-16","CR820710035611/RMCPL15981/2","","28494960073","31-Mar-16","1,000.00","","3,59,48,305.47",
"31-Mar-16","CR820712064599/RMCPL23887/2","","28494906131","31-Mar-16","2,500.00","","3,59,45,805.47",
"31-Mar-16","CR820712064604/RMCPL14558/2","","28494906752","31-Mar-16","1,400.00","","3,59,44,405.47",
"31-Mar-16","CR820616891506/RMCPL22488/2","","28494914809","31-Mar-16","2,000.00","","3,59,42,405.47",
"31-Mar-16","CR820617897946/RMCPL20680/2","","28494885934","31-Mar-16","600","","3,59,41,805.47",
"31-Mar-16","CR820614865780/RMCPL15535/2","","28494860212","31-Mar-16","2,000.00","","3,59,39,805.47",
"31-Mar-16","CR820610787875/RMCPL20516/2","","28494895241","31-Mar-16","10,000.00","","3,59,29,805.47",
"31-Mar-16","CR820610787880/RMCPL25977/2","","28494897724","31-Mar-16","500","","3,59,29,305.47",
"31-Mar-16","CR820611812837/RMCPL20827/2","","28494894447","31-Mar-16","7,000.00","","3,59,22,305.47",
"31-Mar-16","CR820618918372/RMCPL24928/2","","28494893200","31-Mar-16","500","","3,59,21,805.47",
"31-Mar-16","CR820618918374/RMCPL26117/2","","28494883221","31-Mar-16","2,000.00","","3,59,19,805.47",
"31-Mar-16","MAW/502964XXXXXX2043/Karu","","28494924228","31-Mar-16","","2,000.00","3,59,21,805.47",
"31-Mar-16","MAW/502964XXXXXX4894/Karu","","28494924696","31-Mar-16","","1,600.00","3,59,23,405.47",
"31-Mar-16","TRF TO","Indiaforensic SERVICES I","28494876075","31-Mar-16","1,33,00,000.00","","2,26,23,405.47",
"31-Mar-16","AEPS INCOME DT 30-07-2018","","28494859540","31-Mar-16","","34,013.25","2,26,57,418.72",
"31-Mar-16","AEPS GST INC DT 30-07-201","28494927524","31-Mar-16","","6,802.65","2,26,64,221.37",
"31-Mar-16","AEPS ACQUIRING ADJ FEES 3","28494864527","31-Mar-16","38","","2,26,64,183.02",
"31-Mar-16","AEPS ACQ CR ADJ FEES 3007","28494964674","31-Mar-16","109","","2,26,64,073.88",
"31-Mar-16","NPCI/PUNBR520180723127283","28494943207","31-Mar-16","","2,40,00,000.00","4,66,64,073.88",
"31-Mar-16","FDRL NEFT/RTGS CHARGS FORF","28494968867","31-Mar-16","9,455.00","","4,66,54,618.88",
"31-Mar-16","MONTHLY SER GST FEB 18","28494941586","31-Mar-16","1,003.00","","4,66,53,615.88",
"31-Mar-16","FDRL NEFT/RTGS CHARGS FOR","28494960934","31-Mar-16","41,113.16","","4,66,12,502.72",
"31-Mar-16","MONTHLY SER GST MAR 18","28494975077","31-Mar-16","9,024.84","","4,66,03,477.88",
"31-Mar-16","FDRL NEFT/RTGS CHARGS FOR","28494938249","31-Mar-16","59,988.74","","4,65,43,489.14",
"31-Mar-16","MONTHLY SER GST APR 18","28494909623","31-Mar-16","13,168.26","","4,65,30,320.88",
"31-Mar-16","FDRL NEFT/RTGS CHARGS FOR","28494891004","31-Mar-16","62,359.36","","4,64,67,961.52",
"31-Mar-16","MONTHLY SER GST MAY 18","28494938208","31-Mar-16","13,688.64","","4,64,54,272.88",
